Model,Mean Test RMSE,Std Test RMSE,Mean Train RMSE,Std Train RMSE
PLSR,0.05294276352853389,0.02081012856137245,0.022235740903800878,0.014216672037279821
PCR,0.05432297268104973,0.017705130414232564,0.03130438867763709,0.008977034042299825
LASSO,0.05168157708915785,0.017036527769775798,0.030780204243585636,0.009679982393389125
LR,0.06677523191314635,0.0087533853899358,1.6091124001776457e-15,6.260226445645923e-16
RF,0.07912575705688447,0.017427272872449863,0.018893643901048557,0.0039659957543792925
