Model,Mean Test RMSE,Std Test RMSE,Mean Train RMSE,Std Train RMSE
PLSR,5.207403122884868,1.0115355533249004,1.6588405014639662,0.7750134449772094
PCR,4.534278042311049,0.9145187528350995,2.5720856011718576,0.1490181056441974
LASSO,5.338076109302026,1.1981928853132013,1.971153434621931,0.8422499795322897
LR,5.703807475953706,1.330048855335401,4.973690013967377e-13,1.6965819338117385e-13
RF,12.515967904924887,4.1780679908876355,2.30445931988303,0.49581618869383526
